Application Date,Decision Date,Visa Type,Applicant Nationality,Processing Center,Season,Application Complexity,Document Completeness,Expedited Request,Processing Time (Days),Visa Status
2024-09-27,2025-01-08,Work,Australia,Paris,Peak,1.0,0.0,0.0,103,Approved
2024-01-22,2024-04-06,Work,Australia,Mumbai,Off-Peak,1.0,1.0,0.0,75,Approved
2024-12-26,2025-01-23,Student,China,Beijing,Off-Peak,0.0,1.0,,28,Denied
2024-07-30,2024-09-20,Tourist,USA,Delhi,Peak,1.0,0.0,1.0,52,Denied
2024-05-05,2024-07-13,Student,Australia,Delhi,Peak,,0.0,1.0,69,Approved
2024-04-23,2024-06-18,Student,Brazil,Sydney,Peak,,0.0,1.0,56,Approved
2024-12-24,2025-03-13,Student,Brazil,Mumbai,Peak,,0.0,1.0,79,Approved
2024-07-04,2024-09-13,Work,France,Beijing,Off-Peak,0.0,0.0,1.0,71,Approved
2024-03-10,2024-05-08,Student,USA,Delhi,Off-Peak,1.0,0.0,1.0,59,Approved
2024-12-12,2025-02-05,Business,USA,London,Off-Peak,1.0,0.0,0.0,55,Approved
2024-05-18,2024-08-21,Work,Australia,Mumbai,Off-Peak,1.0,0.0,0.0,95,Denied
2024-12-30,2025-03-14,Work,France,Paris,Off-Peak,,,0.0,74,Approved
2024-04-08,2024-05-21,Student,China,Paris,Off-Peak,0.0,0.0,1.0,43,Approved
2024-09-09,2024-10-26,Tourist,France,Beijing,Peak,0.0,,0.0,47,Approved
2024-11-03,2024-12-04,Tourist,Brazil,Sydney,Off-Peak,1.0,1.0,0.0,31,Denied
2024-03-05,2024-05-20,Business,India,Mumbai,Peak,1.0,0.0,0.0,76,Approved
2024-09-13,2024-11-22,Work,China,Beijing,Off-Peak,0.0,1.0,0.0,70,Approved
2024-09-08,2024-10-15,Tourist,France,London,Peak,,1.0,0.0,37,Approved
2024-05-23,2024-08-22,Work,India,Berlin,Peak,1.0,0.0,1.0,91,Approved
2024-03-27,2024-05-02,Tourist,Australia,Delhi,Peak,0.0,0.0,1.0,36,Approved
2024-07-13,2024-07-28,Tourist,UK,Berlin,Off-Peak,1.0,1.0,1.0,15,Approved
2024-09-22,2024-10-30,Business,France,Beijing,Peak,0.0,1.0,0.0,38,Approved
2024-04-12,2024-06-06,Work,Australia,Paris,Peak,0.0,1.0,1.0,55,Approved
2024-08-13,2024-09-13,Tourist,Germany,Mumbai,Peak,0.0,1.0,0.0,31,Denied
2024-05-07,2024-07-04,Student,Germany,Delhi,Off-Peak,1.0,0.0,1.0,58,Approved
2024-09-21,2024-12-25,Work,China,London,Peak,1.0,,,95,Denied
2024-01-19,2024-03-14,Student,India,Beijing,Peak,1.0,1.0,1.0,55,Approved
2024-07-02,2024-08-27,Student,China,London,Off-Peak,0.0,0.0,0.0,56,Approved
2024-06-19,2024-09-28,Work,Brazil,Delhi,Peak,0.0,0.0,0.0,101,Approved
2024-09-02,2024-12-04,Work,India,Beijing,Off-Peak,,0.0,1.0,93,Approved
2024-05-21,2024-06-30,Student,Brazil,Paris,Off-Peak,1.0,1.0,1.0,40,Approved
2024-02-23,2024-03-08,Tourist,Brazil,London,Peak,0.0,1.0,1.0,14,Approved
2024-12-18,2024-12-30,Tourist,Germany,Sydney,Off-Peak,0.0,1.0,0.0,12,Denied
2024-08-05,2024-09-12,Business,Brazil,Sydney,Peak,1.0,1.0,1.0,38,Approved
2024-05-10,2024-08-23,Work,China,Beijing,Off-Peak,1.0,0.0,0.0,105,Denied
2024-06-01,2024-07-30,Business,India,Berlin,Off-Peak,1.0,0.0,0.0,59,Denied
2024-07-20,2024-08-28,Business,France,London,Off-Peak,1.0,0.0,1.0,39,Approved
2024-06-02,2024-07-22,Student,UK,Berlin,Peak,0.0,0.0,1.0,50,Approved
2024-09-22,2024-10-23,Tourist,Germany,London,Peak,0.0,0.0,1.0,31,Approved
2024-09-20,2024-11-08,Work,India,Sydney,Off-Peak,0.0,1.0,1.0,49,Approved
2024-10-25,2024-12-30,Work,UK,Berlin,Peak,1.0,1.0,1.0,66,Denied
2024-11-22,2025-01-22,Business,India,Berlin,Off-Peak,1.0,0.0,0.0,61,Approved
2024-06-17,2024-07-16,Student,UK,Delhi,Off-Peak,0.0,1.0,1.0,29,Approved
2024-03-06,2024-05-05,Student,China,London,Peak,1.0,1.0,0.0,60,Denied
2024-04-20,2024-07-22,Work,Brazil,Paris,Peak,0.0,0.0,0.0,93,Approved
2024-09-03,2024-11-03,Work,Brazil,Berlin,Off-Peak,1.0,1.0,1.0,61,Approved
2024-01-11,2024-04-19,Work,Australia,Beijing,Peak,1.0,0.0,1.0,99,Approved
2024-02-10,2024-03-07,Student,Brazil,Sydney,Off-Peak,0.0,1.0,1.0,26,Approved
2024-06-06,2024-06-09,Tourist,UK,London,Off-Peak,0.0,1.0,1.0,3,Approved
2024-05-07,2024-06-08,Tourist,Brazil,London,Off-Peak,1.0,1.0,0.0,32,Approved
2024-02-06,2024-03-16,Tourist,India,Sydney,Off-Peak,1.0,0.0,1.0,39,Denied
2024-11-18,2025-01-19,Student,Germany,London,Peak,0.0,0.0,0.0,62,Approved
2024-08-16,2024-09-27,Business,UK,Delhi,Peak,0.0,0.0,1.0,42,Approved
2024-08-01,2024-08-30,Business,UK,Mumbai,Off-Peak,0.0,1.0,0.0,29,Approved
2024-04-19,2024-07-24,Work,Australia,Beijing,Off-Peak,1.0,0.0,0.0,96,Denied
2024-02-15,2024-04-12,Student,Australia,Mumbai,Peak,0.0,0.0,1.0,57,Approved
2024-05-13,2024-07-18,Student,Brazil,Paris,Peak,0.0,0.0,,66,Denied
2024-05-08,2024-07-03,Student,Germany,Beijing,Off-Peak,1.0,1.0,,56,Approved
2024-03-14,2024-04-29,Business,Australia,London,Peak,0.0,0.0,0.0,46,Approved
2024-10-26,2024-11-28,Tourist,China,Sydney,Off-Peak,1.0,1.0,0.0,33,Approved
2024-06-25,2024-08-29,Work,UK,Delhi,Off-Peak,0.0,1.0,,65,Approved
2024-09-19,2024-10-29,Business,Brazil,Paris,Off-Peak,1.0,1.0,,40,Approved
2024-07-02,2024-09-04,Student,China,Mumbai,Peak,0.0,0.0,1.0,64,Denied
2024-06-28,2024-08-09,Student,Germany,Mumbai,Off-Peak,1.0,1.0,1.0,42,Approved
2024-10-01,2024-11-07,Tourist,Brazil,Berlin,Peak,0.0,0.0,1.0,37,Denied
2024-07-19,2024-09-24,Work,France,Sydney,Peak,1.0,1.0,1.0,67,Approved
2024-10-08,2024-12-01,Student,France,Mumbai,Peak,1.0,1.0,1.0,54,Approved
2024-04-14,2024-06-07,Student,Brazil,Delhi,Peak,0.0,1.0,0.0,54,Denied
2024-11-15,2025-02-10,Work,China,Sydney,Peak,1.0,1.0,0.0,87,Approved
2024-07-30,2024-09-29,Student,UK,Paris,Peak,0.0,,0.0,61,Approved
2024-05-03,2024-07-06,Work,USA,Mumbai,Off-Peak,1.0,1.0,1.0,64,Approved
2024-05-18,2024-07-16,Business,UK,Delhi,Peak,0.0,0.0,0.0,59,Approved
2024-11-10,2025-01-28,Work,India,Sydney,Off-Peak,,0.0,0.0,79,Approved
2024-01-16,2024-02-17,Tourist,China,Berlin,Off-Peak,1.0,1.0,0.0,32,Denied
2024-09-09,2024-10-27,Student,India,Paris,Peak,0.0,1.0,,48,Approved
2024-08-02,2024-10-20,Work,USA,Berlin,Peak,1.0,1.0,0.0,79,Denied
2024-03-02,2024-06-03,Work,Brazil,Mumbai,Peak,1.0,1.0,0.0,93,Approved
2024-03-27,2024-04-19,Tourist,China,Berlin,Off-Peak,0.0,0.0,1.0,23,Approved
2024-02-15,2024-05-21,Work,Brazil,Paris,Peak,1.0,0.0,1.0,96,Approved
2024-11-11,2024-12-15,Student,Germany,London,Off-Peak,,1.0,1.0,34,Approved
2024-10-31,2024-12-09,Business,Australia,Beijing,Off-Peak,1.0,1.0,0.0,39,Approved
2024-10-04,2024-11-09,Business,Brazil,Sydney,Off-Peak,1.0,1.0,0.0,36,Approved
2024-11-12,2024-12-26,Business,France,Paris,Off-Peak,1.0,0.0,1.0,44,Denied
2024-01-28,2024-03-17,Work,UK,Mumbai,Off-Peak,0.0,1.0,1.0,49,Approved
2024-01-16,2024-02-28,Tourist,Germany,Paris,Off-Peak,1.0,,0.0,43,Denied
2024-04-28,2024-06-10,Student,France,Berlin,Peak,0.0,,0.0,43,Approved
2024-05-18,2024-06-13,Business,China,Delhi,Peak,0.0,1.0,1.0,26,Denied
2024-12-07,2025-01-31,Student,India,Sydney,Off-Peak,0.0,0.0,0.0,55,Approved
2024-02-03,2024-04-10,Work,China,London,Off-Peak,0.0,0.0,1.0,67,Approved
2024-09-14,2024-11-17,Work,France,Berlin,Peak,0.0,1.0,0.0,64,Approved
2024-12-07,2025-01-07,Business,Australia,Sydney,Peak,0.0,1.0,0.0,31,Approved
2024-09-25,2024-10-20,Tourist,India,Sydney,Off-Peak,0.0,,1.0,25,Approved
2024-01-23,2024-03-20,Tourist,USA,Paris,Peak,1.0,0.0,0.0,57,Denied
2024-07-02,2024-08-01,Business,Germany,Beijing,Off-Peak,1.0,1.0,,30,Approved
2024-04-19,2024-05-17,Tourist,India,Sydney,Peak,1.0,1.0,1.0,28,Approved
2024-02-16,2024-03-15,Student,Australia,Sydney,Off-Peak,0.0,1.0,0.0,28,Approved
2024-09-27,2024-10-16,Tourist,France,Berlin,Peak,0.0,1.0,0.0,19,Approved
2024-02-01,2024-04-20,Student,USA,Sydney,Peak,1.0,0.0,0.0,79,Approved
2024-07-21,2024-11-03,Work,UK,Beijing,Peak,1.0,0.0,,105,Denied
2024-02-23,2024-05-04,Work,UK,Sydney,Peak,1.0,1.0,1.0,71,Approved
2024-12-12,2025-02-16,Work,Australia,Paris,Peak,1.0,1.0,,66,Approved
2024-07-25,2024-09-07,Tourist,UK,Delhi,Peak,1.0,1.0,0.0,44,Approved
2024-03-03,2024-04-16,Student,Germany,Beijing,Off-Peak,0.0,0.0,,44,Denied
2024-02-26,2024-04-14,Student,France,Mumbai,Off-Peak,0.0,0.0,1.0,48,Approved
2024-09-24,2024-11-24,Student,USA,Beijing,Off-Peak,0.0,0.0,0.0,61,Approved
2024-04-19,2024-07-08,Work,USA,Beijing,Peak,0.0,0.0,1.0,80,Approved
2024-11-01,2024-12-31,Student,China,Berlin,Peak,1.0,1.0,0.0,60,Approved
2024-04-06,2024-05-05,Student,France,Paris,Off-Peak,0.0,1.0,0.0,29,Approved
2024-08-20,2024-10-22,Student,UK,Sydney,Peak,1.0,0.0,1.0,63,Approved
2024-05-03,2024-06-24,Business,India,Delhi,Off-Peak,1.0,0.0,1.0,52,Denied
2024-09-23,2024-09-30,Tourist,Australia,London,Peak,0.0,1.0,1.0,7,Approved
2024-03-01,2024-04-08,Business,China,Mumbai,Off-Peak,0.0,0.0,1.0,38,Denied
2024-04-07,2024-06-03,Student,India,London,Peak,0.0,0.0,1.0,57,Approved
2024-04-04,2024-05-13,Business,Germany,Beijing,Off-Peak,1.0,,0.0,39,Denied
2024-11-15,2025-01-09,Business,Brazil,Paris,Peak,0.0,0.0,0.0,55,Approved
2024-02-19,2024-04-18,Student,Brazil,Sydney,Off-Peak,1.0,0.0,1.0,59,Approved
2024-06-22,2024-09-18,Work,India,Berlin,Peak,0.0,0.0,0.0,88,Approved
2024-07-29,2024-08-23,Business,Germany,Paris,Off-Peak,0.0,0.0,1.0,25,Approved
2024-04-15,2024-05-24,Student,Australia,Beijing,Off-Peak,,1.0,0.0,39,Approved
2024-10-06,2024-11-18,Work,UK,Paris,Off-Peak,0.0,1.0,1.0,43,Approved
2024-06-22,2024-07-30,Business,China,Beijing,Off-Peak,0.0,0.0,1.0,38,Approved
2024-07-02,2024-07-25,Business,USA,Sydney,Off-Peak,1.0,1.0,1.0,23,Denied
2024-03-01,2024-05-11,Work,USA,Sydney,Off-Peak,1.0,1.0,0.0,71,Approved
2024-04-06,2024-05-30,Tourist,UK,Beijing,Off-Peak,1.0,0.0,0.0,54,Approved
2024-04-02,2024-06-20,Work,USA,Sydney,Peak,1.0,1.0,0.0,79,Denied
2024-12-19,2025-02-05,Tourist,Brazil,Mumbai,Peak,1.0,1.0,0.0,48,Approved
2024-12-17,2025-03-01,Student,Australia,London,Peak,1.0,0.0,0.0,74,Approved
2024-07-24,2024-08-29,Tourist,USA,Delhi,Peak,0.0,,1.0,36,Denied
2024-05-26,2024-07-27,Student,China,Delhi,Off-Peak,0.0,0.0,0.0,62,Denied
2024-11-16,2024-12-07,Tourist,India,Berlin,Off-Peak,0.0,,1.0,21,Approved
2024-10-05,2024-10-27,Tourist,Australia,London,Off-Peak,0.0,0.0,1.0,22,Denied
2024-12-01,2025-02-01,Student,USA,Paris,Peak,1.0,0.0,,62,Approved
2024-10-20,2024-12-09,Student,UK,Beijing,Off-Peak,1.0,1.0,0.0,50,Approved
2024-11-22,2025-01-17,Student,Brazil,Beijing,Peak,1.0,1.0,,56,Approved
2024-08-03,2024-09-15,Tourist,UK,London,Off-Peak,1.0,0.0,0.0,43,Approved
2024-08-03,2024-08-10,Tourist,UK,Paris,Peak,0.0,1.0,,7,Approved
2024-11-29,2024-12-25,Tourist,USA,London,Peak,1.0,1.0,1.0,26,Approved
2024-07-09,2024-09-16,Work,India,Delhi,Peak,0.0,1.0,1.0,69,Approved
2024-08-16,2024-11-12,Work,Germany,Sydney,Peak,1.0,0.0,1.0,88,Denied
2024-06-06,2024-07-09,Tourist,Australia,Paris,Off-Peak,,0.0,0.0,33,Approved
2024-06-16,2024-09-05,Work,UK,Sydney,Peak,1.0,,0.0,81,Denied
2024-08-29,2024-10-12,Student,Germany,Delhi,Off-Peak,0.0,0.0,1.0,44,Denied
2024-04-28,2024-06-20,Business,India,Delhi,Peak,1.0,1.0,0.0,53,Approved
2024-01-25,2024-02-24,Business,USA,Berlin,Off-Peak,0.0,0.0,1.0,30,Approved
2024-03-12,2024-05-12,Student,Brazil,Mumbai,Peak,0.0,0.0,,61,Approved
2024-05-09,2024-06-07,Tourist,France,Berlin,Off-Peak,1.0,1.0,0.0,29,Denied
2024-01-19,2024-02-28,Tourist,China,Delhi,Off-Peak,0.0,0.0,0.0,40,Approved
2024-10-09,2024-11-07,Tourist,France,Beijing,Off-Peak,0.0,0.0,1.0,29,Approved
2024-08-07,2024-09-12,Business,China,Sydney,Peak,0.0,1.0,0.0,36,Approved
2024-10-11,2024-12-05,Student,France,Delhi,Off-Peak,1.0,1.0,0.0,55,Denied
2024-02-29,2024-04-15,Tourist,UK,Paris,Off-Peak,1.0,0.0,0.0,46,Denied
2024-03-09,2024-05-05,Student,Brazil,Berlin,Off-Peak,0.0,0.0,0.0,57,Approved
2024-09-23,2024-11-20,Student,Australia,London,Peak,1.0,1.0,0.0,58,Approved
2024-10-05,2024-12-29,Student,Germany,Beijing,Peak,1.0,0.0,0.0,85,Approved
2024-12-02,2025-01-20,Student,France,Sydney,Off-Peak,1.0,1.0,0.0,49,Approved
2024-01-16,2024-02-21,Student,USA,Beijing,Off-Peak,0.0,,0.0,36,Approved
2024-09-26,2024-11-28,Work,Australia,Paris,Off-Peak,0.0,0.0,1.0,63,Approved
2024-03-18,2024-05-18,Work,Germany,Paris,Off-Peak,1.0,1.0,1.0,61,Approved
2024-09-11,2024-09-30,Tourist,Australia,London,Off-Peak,0.0,0.0,1.0,19,Approved
2024-02-25,2024-03-23,Tourist,France,Paris,Peak,0.0,0.0,1.0,27,Approved
2024-11-05,2025-01-06,Business,Australia,Beijing,Peak,1.0,0.0,1.0,62,Denied
2024-05-12,2024-06-19,Business,USA,Sydney,Off-Peak,0.0,0.0,0.0,38,Approved
2024-01-06,2024-03-08,Business,UK,Paris,Peak,,,0.0,62,Approved
2024-12-08,2025-01-05,Tourist,India,Berlin,Off-Peak,1.0,1.0,,28,Approved
2024-09-05,2024-11-26,Work,USA,Paris,Off-Peak,,0.0,1.0,82,Denied
2024-02-05,2024-03-09,Business,India,Sydney,Peak,0.0,1.0,0.0,33,Approved
2024-08-21,2024-09-25,Business,Australia,Paris,Peak,1.0,1.0,,35,Denied
2024-12-02,2025-01-14,Student,France,London,Off-Peak,1.0,1.0,,43,Approved
2024-08-23,2024-10-20,Tourist,India,Beijing,Peak,1.0,0.0,,58,Denied
2024-09-29,2024-11-06,Student,Germany,Delhi,Peak,0.0,,,38,Approved
2024-12-05,2025-02-19,Student,China,Beijing,Off-Peak,1.0,0.0,,76,Denied
2024-04-18,2024-06-24,Student,Germany,Beijing,Peak,0.0,0.0,0.0,67,Denied
2024-09-03,2024-09-12,Tourist,France,London,Off-Peak,,1.0,0.0,9,Denied
2024-01-09,2024-03-23,Work,China,London,Peak,0.0,1.0,0.0,74,Approved
2024-05-07,2024-06-25,Tourist,Brazil,Paris,Peak,0.0,0.0,0.0,49,Approved
2024-09-28,2024-11-27,Student,UK,Beijing,Off-Peak,1.0,,1.0,60,Approved
2024-12-12,2025-03-12,Work,France,Delhi,Peak,0.0,,0.0,90,Approved
2024-01-30,2024-05-07,Work,USA,London,Peak,1.0,0.0,0.0,98,Approved
2024-12-14,2025-01-12,Business,Australia,Delhi,Off-Peak,1.0,1.0,,29,Denied
2024-04-16,2024-05-19,Tourist,Australia,Berlin,Off-Peak,1.0,0.0,1.0,33,Approved
2024-12-26,2025-03-10,Student,China,London,Off-Peak,1.0,0.0,0.0,74,Approved
2024-12-22,2025-02-08,Student,France,Paris,Peak,0.0,0.0,1.0,48,Approved
2024-06-27,2024-09-30,Work,Australia,Mumbai,Peak,0.0,0.0,0.0,95,Approved
2024-11-17,2024-12-08,Tourist,Germany,London,Peak,1.0,,1.0,21,Approved
2024-07-13,2024-08-01,Business,USA,London,Off-Peak,0.0,1.0,0.0,19,Approved
2024-07-28,2024-09-08,Business,Germany,Paris,Off-Peak,0.0,0.0,0.0,42,Denied
2024-02-24,2024-04-03,Tourist,UK,Mumbai,Off-Peak,0.0,0.0,0.0,39,Approved
2024-06-26,2024-07-06,Business,Australia,Sydney,Off-Peak,0.0,,1.0,10,Approved
2024-09-02,2024-11-23,Work,Australia,Paris,Off-Peak,1.0,0.0,1.0,82,Approved
2024-07-09,2024-09-13,Tourist,Brazil,Mumbai,Peak,,0.0,0.0,66,Denied
2024-06-08,2024-08-25,Student,India,Sydney,Peak,1.0,,0.0,78,Approved
2024-10-18,2024-12-05,Student,Brazil,Delhi,Off-Peak,1.0,1.0,1.0,48,Approved
2024-06-26,2024-08-17,Tourist,India,Sydney,Peak,1.0,0.0,1.0,52,Approved
2024-12-18,2025-02-24,Student,France,Paris,Off-Peak,1.0,,0.0,68,Approved
2024-03-14,2024-05-04,Student,China,London,Off-Peak,1.0,1.0,0.0,51,Approved
2024-10-08,2024-11-20,Business,USA,Sydney,Peak,1.0,1.0,0.0,43,Approved
2024-05-21,2024-07-13,Student,India,Sydney,Off-Peak,0.0,0.0,,53,Approved
2024-09-25,2024-11-20,Business,China,Mumbai,Peak,1.0,1.0,0.0,56,Approved
2024-12-07,2025-02-03,Business,India,Sydney,Peak,1.0,0.0,1.0,58,Approved
2024-03-18,2024-03-28,Tourist,USA,Sydney,Peak,0.0,1.0,1.0,10,Approved
2024-06-20,2024-06-23,Tourist,Germany,London,Off-Peak,0.0,1.0,1.0,3,Approved
2024-08-29,2024-09-12,Tourist,France,Mumbai,Peak,0.0,1.0,1.0,14,Approved
2024-07-06,2024-08-25,Business,UK,Delhi,Off-Peak,1.0,0.0,1.0,50,Denied
2024-07-05,2024-08-20,Business,China,Delhi,Off-Peak,,1.0,0.0,46,Approved
2024-07-16,2024-09-10,Business,UK,Mumbai,Peak,0.0,0.0,0.0,56,Approved
2024-11-07,2024-12-03,Tourist,India,London,Off-Peak,0.0,0.0,1.0,26,Approved
2024-08-03,2024-09-28,Student,India,London,Peak,0.0,0.0,1.0,56,Approved
2024-03-23,2024-06-21,Work,India,Delhi,Off-Peak,1.0,0.0,1.0,90,Approved
2024-12-28,2025-01-27,Tourist,Australia,Beijing,Off-Peak,,1.0,0.0,30,Approved
2024-10-24,2025-01-07,Student,China,Delhi,Peak,,0.0,0.0,75,Approved
2024-04-24,2024-05-12,Tourist,UK,Beijing,Off-Peak,1.0,1.0,1.0,18,Approved
2024-06-04,2024-07-26,Business,UK,London,Peak,0.0,0.0,,52,Approved
2024-11-22,2025-01-21,Student,India,Delhi,Peak,,0.0,1.0,60,Approved
2024-08-14,2024-10-14,Work,UK,Sydney,Off-Peak,0.0,0.0,,61,Approved
2024-05-01,2024-06-13,Business,UK,Berlin,Off-Peak,1.0,0.0,,43,Denied
2024-06-29,2024-08-29,Work,China,Sydney,Off-Peak,0.0,1.0,0.0,61,Approved
2024-01-11,2024-04-10,Work,China,Beijing,Off-Peak,0.0,0.0,0.0,90,Approved
2024-09-04,2024-10-31,Work,France,Sydney,Peak,,1.0,1.0,57,Approved
2024-09-12,2024-11-09,Work,China,Paris,Off-Peak,0.0,1.0,0.0,58,Denied
2024-09-19,2024-11-30,Work,Brazil,London,Peak,0.0,,0.0,72,Approved
2024-08-16,2024-11-16,Work,Brazil,London,Peak,1.0,0.0,1.0,92,Approved
2024-03-24,2024-04-18,Tourist,Brazil,Beijing,Off-Peak,1.0,1.0,1.0,25,Denied
2024-08-19,2024-11-01,Work,China,London,Peak,1.0,1.0,1.0,74,Approved
2024-11-25,2025-02-05,Student,USA,Delhi,Peak,1.0,,1.0,72,Approved
2024-10-03,2024-10-30,Tourist,India,Berlin,Off-Peak,0.0,,1.0,27,Approved
2024-09-30,2024-12-14,Student,India,Delhi,Peak,0.0,0.0,0.0,75,Approved
2024-08-08,2024-09-17,Tourist,USA,Delhi,Off-Peak,1.0,0.0,1.0,40,Denied
2024-02-27,2024-04-06,Tourist,India,Mumbai,Off-Peak,,1.0,0.0,39,Approved
2024-09-20,2024-11-14,Business,UK,Berlin,Off-Peak,1.0,0.0,0.0,55,Denied
2024-11-19,2025-01-01,Student,China,Delhi,Peak,0.0,1.0,1.0,43,Approved
2024-06-12,2024-06-20,Tourist,Germany,Berlin,Off-Peak,0.0,1.0,0.0,8,Approved
2024-09-01,2024-10-14,Tourist,Australia,Mumbai,Off-Peak,1.0,0.0,1.0,43,Approved
2024-01-23,2024-03-07,Tourist,Germany,Berlin,Peak,0.0,0.0,0.0,44,Denied
2024-10-04,2024-12-19,Student,France,Berlin,Peak,1.0,0.0,0.0,76,Approved
2024-03-01,2024-05-18,Work,India,Sydney,Peak,0.0,0.0,1.0,78,Denied
2024-11-20,2025-01-06,Student,India,London,Peak,,1.0,0.0,47,Approved
2024-02-09,2024-03-12,Business,UK,London,Off-Peak,1.0,1.0,0.0,32,Denied
2024-07-12,2024-10-05,Work,UK,Mumbai,Peak,1.0,1.0,0.0,85,Approved
2024-01-13,2024-02-16,Business,India,Paris,Peak,1.0,1.0,1.0,34,Approved
2024-01-21,2024-02-08,Tourist,UK,Delhi,Peak,,1.0,1.0,18,Approved
2024-10-28,2024-12-23,Business,France,Paris,Off-Peak,1.0,,0.0,56,Approved
2024-12-26,2025-01-21,Student,USA,London,Peak,0.0,1.0,1.0,26,Approved
2024-10-02,2024-11-23,Tourist,India,Paris,Peak,1.0,0.0,,52,Denied
2024-10-22,2024-12-16,Business,Brazil,Beijing,Off-Peak,1.0,0.0,1.0,55,Denied
2024-06-03,2024-07-11,Tourist,USA,London,Peak,1.0,1.0,0.0,38,Approved
2024-02-06,2024-04-19,Student,USA,Mumbai,Peak,1.0,0.0,1.0,73,Approved
2024-03-20,2024-04-18,Business,China,London,Off-Peak,0.0,,1.0,29,Denied
2024-12-18,2025-02-11,Business,India,London,Peak,1.0,,,55,Denied
2024-11-17,2024-12-26,Tourist,USA,Beijing,Off-Peak,1.0,0.0,1.0,39,Denied
2024-09-19,2024-11-12,Student,Brazil,Beijing,Peak,0.0,1.0,0.0,54,Approved
2024-08-04,2024-08-20,Tourist,Germany,Paris,Off-Peak,0.0,0.0,1.0,16,Approved
2024-08-08,2024-08-22,Tourist,UK,Mumbai,Peak,0.0,1.0,1.0,14,Approved
2024-05-25,2024-06-27,Tourist,Australia,London,Off-Peak,0.0,0.0,0.0,33,Approved
2024-11-23,2025-02-22,Work,Brazil,Delhi,Off-Peak,1.0,0.0,1.0,91,Approved
2024-11-05,2024-11-14,Tourist,Brazil,Beijing,Off-Peak,0.0,1.0,,9,Approved
2024-04-18,2024-06-25,Student,India,Sydney,Off-Peak,1.0,0.0,0.0,68,Approved
2024-02-07,2024-04-05,Student,USA,Paris,Peak,0.0,0.0,0.0,58,Approved
2024-09-06,2024-10-29,Student,Brazil,Sydney,Off-Peak,1.0,1.0,0.0,53,Approved
2024-10-21,2024-11-26,Tourist,France,Berlin,Peak,1.0,1.0,0.0,36,Approved
2024-12-11,2025-01-31,Business,Germany,Paris,Peak,1.0,0.0,1.0,51,Approved
2024-04-05,2024-04-29,Student,UK,Delhi,Off-Peak,0.0,1.0,1.0,24,Approved
2024-07-15,2024-09-22,Student,Germany,Mumbai,Peak,0.0,0.0,0.0,69,Denied
2024-10-30,2024-12-14,Business,China,Paris,Off-Peak,0.0,0.0,0.0,45,Approved
2024-09-11,2024-10-15,Tourist,Brazil,London,Off-Peak,0.0,0.0,0.0,34,Denied
2024-10-11,2024-10-21,Tourist,France,London,Peak,0.0,,,10,Denied
2024-09-01,2024-10-06,Tourist,Australia,Berlin,Peak,1.0,1.0,0.0,35,Approved
2024-09-07,2024-11-20,Student,India,Mumbai,Peak,0.0,0.0,,74,Approved
2024-03-21,2024-04-16,Tourist,India,Berlin,Peak,1.0,1.0,1.0,26,Approved
2024-09-30,2024-12-10,Work,UK,Sydney,Off-Peak,1.0,,0.0,71,Denied
2024-01-17,2024-03-21,Student,China,Berlin,Peak,1.0,1.0,0.0,64,Approved
2024-04-19,2024-07-17,Work,Germany,Sydney,Off-Peak,1.0,0.0,,89,Denied
2024-08-23,2024-10-11,Business,Brazil,Paris,Peak,,1.0,0.0,49,Approved
2024-09-03,2024-10-29,Tourist,Australia,London,Peak,1.0,0.0,0.0,56,Approved
2024-03-07,2024-05-03,Tourist,Germany,Berlin,Peak,,0.0,0.0,57,Approved
2024-12-19,2025-03-06,Work,UK,Berlin,Off-Peak,,,1.0,77,Denied
2024-10-14,2024-11-23,Business,USA,Paris,Peak,0.0,,1.0,40,Denied
2024-09-01,2024-09-20,Business,India,Berlin,Peak,0.0,1.0,1.0,19,Approved
2024-11-01,2025-01-18,Work,Germany,Berlin,Peak,1.0,1.0,0.0,78,Approved
2024-12-01,2025-02-22,Student,Brazil,Sydney,Peak,1.0,0.0,0.0,83,Denied
2024-09-30,2024-11-02,Student,Brazil,Paris,Off-Peak,,1.0,0.0,33,Approved
2024-03-05,2024-04-24,Student,France,London,Peak,0.0,0.0,1.0,50,Denied
2024-08-14,2024-09-14,Student,France,Berlin,Off-Peak,0.0,1.0,0.0,31,Approved
2024-08-22,2024-10-30,Student,India,Delhi,Peak,,1.0,0.0,69,Approved
2024-09-09,2024-10-16,Student,India,London,Peak,0.0,1.0,1.0,37,Approved
2024-10-29,2024-11-30,Student,Brazil,Delhi,Off-Peak,0.0,,1.0,32,Approved
2024-04-01,2024-06-10,Tourist,India,Beijing,Peak,1.0,0.0,0.0,70,Denied
2024-06-21,2024-07-24,Tourist,France,Berlin,Peak,1.0,1.0,0.0,33,Approved
2024-12-04,2025-01-29,Business,UK,Mumbai,Peak,1.0,0.0,1.0,56,Denied
2024-09-15,2024-11-10,Business,Germany,Mumbai,Peak,0.0,0.0,0.0,56,Approved
2024-01-18,2024-04-06,Work,France,London,Off-Peak,0.0,0.0,0.0,79,Approved
2024-06-03,2024-07-19,Student,Brazil,London,Peak,1.0,1.0,1.0,46,Approved
2024-01-03,2024-02-04,Tourist,Australia,Sydney,Peak,,0.0,1.0,32,Denied
